Date,CBS
2016-01-04,45.704613842754
2016-01-05,45.185354564369
2016-01-06,45.195151909244
2016-01-07,44.421161664104
2016-01-08,45.518464290125
2016-01-11,45.831979326131
2016-01-12,46.067115603136
2016-01-13,44.029267869097
2016-01-14,45.782992601755
2016-01-15,44.950218287364
2016-01-19,44.47014838848
2016-01-20,43.127912140579
2016-01-21,44.842447493737
2016-01-22,45.988736844134
2016-01-25,45.351909427247
2016-01-26,46.54718550202
2016-01-27,46.380630639142
2016-01-28,45.351909427247
2016-01-29,46.537388157145
2016-02-01,46.939079297028
2016-02-02,45.685019153003
2016-02-03,47.281986367659
2016-02-04,47.428946540787
2016-02-05,45.312720047746
2016-02-08,43.461021866336
2016-02-09,41.785675892678
2016-02-10,42.011014824808
2016-02-11,42.687031621196
2016-02-12,42.304935171063
2016-02-16,44.009673179346
2016-02-17,45.616437738877
2016-02-18,44.862042183488
2016-02-19,44.176228042224
2016-02-22,45.920155430008
2016-02-23,46.008331533885
2016-02-24,46.517793467394
2016-02-25,46.674550985397
2016-02-26,47.32117574716
2016-02-29,47.399554506161
2016-03-01,49.231657997822
2016-03-02,49.13368454907
2016-03-03,50.43673141747
2016-03-04,50.358352658468
2016-03-07,50.94619335098
2016-03-08,50.142811071214
2016-03-09,51.191126972859
2016-03-10,50.876709302393
2016-03-11,52.193333297472
2016-03-14,52.370193237109
2016-03-15,51.672579030761
2016-03-16,53.490306188147
2016-03-17,53.303620696307
2016-03-18,53.755596097603
2016-03-21,53.07763299566
2016-03-22,52.920424160426
2016-03-23,52.566704281151
2016-03-24,53.116935204468
2016-03-28,53.657340575582
2016-03-29,53.942281589443
2016-03-30,53.657340575582
2016-03-31,54.128967081283
2016-04-01,54.207571498899
2016-04-04,53.863677171826
2016-04-05,53.31344624851
2016-04-06,53.893153828433
2016-04-07,52.645308698768
2016-04-08,53.17588851768
2016-04-11,52.586355385555
2016-04-12,52.645308698768
2016-04-13,53.342922905116
2016-04-14,52.723913116384
2016-04-15,52.949900817032
2016-04-18,53.185714069882
2016-04-19,54.001234902655
2016-04-20,54.089664872474
2016-04-21,54.846232392035
2016-04-22,55.504544389574
2016-04-25,55.308033345533
2016-04-26,55.455416628564
2016-04-27,55.406288867553
2016-04-28,55.091871197087
2016-04-29,54.934662361853
2016-05-02,55.48489328517
2016-05-03,54.689023556801
2016-05-04,55.543846598383
2016-05-05,56.467448505379
2016-05-06,56.673785101622
2016-05-09,55.023092331672
2016-05-10,55.966345343072
2016-05-11,54.826581287631
2016-05-12,53.333097352914
2016-05-13,52.566704281151
2016-05-16,52.714087564182
2016-05-17,52.527402072343
2016-05-18,51.367986912497
2016-05-19,51.191126972859
2016-05-20,51.819962313793
2016-05-23,51.52519574773
2016-05-24,52.438972102524
2016-05-25,52.989203025841
2016-05-26,53.401876218328
2016-05-27,53.912804932837
2016-05-31,54.237048155505
2016-06-01,54.207571498899
2016-06-02,54.433559199547
2016-06-03,53.441178427137
2016-06-06,53.087458547862
2016-06-07,52.576529833353
2016-06-08,52.743564220789
2016-06-09,52.221350713652
2016-06-10,51.955317417564
2016-06-13,51.344426145064
2016-06-14,52.043995182927
2016-06-15,52.418412414458
2016-06-16,53.679607299618
2016-06-17,52.940625921595
2016-06-20,53.226365387764
2016-06-21,52.654886455426
2016-06-22,52.861801241272
2016-06-23,52.901213581434
2016-06-24,50.89118423321
2016-06-27,50.142349770146
2016-06-28,51.305013804903
2016-06-29,51.984876672685
2016-06-30,53.640194959457
2016-07-01,54.05402453115
2016-07-05,53.866815915384
2016-07-06,54.280645487077
2016-07-07,55.285660161189
2016-07-08,56.241409410099
2016-07-11,56.684798236913
2016-07-12,57.088774723566
2016-07-13,56.665092066833
2016-07-14,57.088774723566
2016-07-15,55.029479950141
2016-07-18,53.886522085465
2016-07-19,54.172261551634
2016-07-20,53.72887272482
2016-07-21,53.157393792482
2016-07-22,54.339763997319
2016-07-25,53.620488789376
2016-07-26,53.640194959457
2016-07-27,53.305190068086
2016-07-28,53.41357400353
2016-07-29,51.452810080508
2016-08-01,51.334573060024
2016-08-02,51.147364444258
2016-08-03,51.324719974984
2016-08-04,51.068539763936
2016-08-05,51.403544655306
2016-08-08,51.245895294661
2016-08-09,51.088245934016
2016-08-10,51.285307634823
2016-08-11,52.14252603333
2016-08-12,51.580900186032
2016-08-15,51.51192859075
2016-08-16,50.832065722968
2016-08-17,50.989715083613
2016-08-18,50.772947212726
2016-08-19,51.088245934016
2016-08-22,51.906051992362
2016-08-23,52.024289012846
2016-08-24,51.610459441153
2016-08-25,50.930596573371
2016-08-26,50.684269447363
2016-08-29,50.703975617444
2016-08-30,50.516767001678
2016-08-31,50.280292960711
2016-09-01,51.275454549782
2016-09-02,51.452810080508
2016-09-06,50.989715083613
2016-09-07,52.024289012846
2016-09-08,52.755911473308
2016-09-09,51.322326922403
2016-09-12,52.162704072933
2016-09-13,51.253119392359
2016-09-14,51.549723092546
2016-09-15,51.648590992609
2016-09-16,51.203685442328
2016-09-19,50.501723351885
2016-09-20,49.404289661192
2016-09-21,49.51304435126
2016-09-22,49.503157561254
2016-09-23,50.333647921778
2016-09-26,50.551157301916
2016-09-27,51.46074198249
2016-09-28,53.536967883801
2016-09-29,53.952213064063
2016-09-30,54.120288494169
2016-10-03,54.308137504288
2016-10-04,54.921118484675
2016-10-05,55.771382425212
2016-10-06,55.573646625087
2016-10-07,54.594854414469
2016-10-10,55.099080704787
2016-10-11,54.822250584612
2016-10-12,54.525646884425
2016-10-13,54.614627994481
2016-10-14,54.4860997244
2016-10-17,54.762929844575
2016-10-18,54.476212934394
2016-10-19,54.901344904662
2016-10-20,55.850476745262
2016-10-21,57.007231175992
2016-10-24,55.712061685174
2016-10-25,55.356137244949
2016-10-26,56.137193655443
2016-10-27,55.771382425212
2016-10-28,55.899910695293
2016-10-31,55.979005015343
2016-11-01,55.19794860485
2016-11-02,54.525646884425
2016-11-03,54.871684534644
2016-11-04,56.364589825586
2016-11-07,56.967684015967
2016-11-08,57.076438706036
2016-11-09,56.769948215842
2016-11-10,56.503004885674
2016-11-11,57.086325496042
2016-11-14,58.193645976741
2016-11-15,58.539683626959
2016-11-16,58.707759057066
2016-11-17,59.389947567496
2016-11-18,59.320740037453
2016-11-21,59.607456947634
2016-11-22,60.240211508033
2016-11-23,59.330626827459
2016-11-25,60.230324718027
2016-11-28,59.805192747758
2016-11-29,60.309419038077
2016-11-30,60.032588917902
2016-12-01,59.884287067808
2016-12-02,59.498702257565
2016-12-05,60.299532248071
2016-12-06,60.45772088817
2016-12-07,62.899758019712
2016-12-08,63.038565808532
2016-12-09,62.027251918556
2016-12-12,61.650487920329
2016-12-13,62.522994021486
2016-12-14,63.098054860884
2016-12-15,63.484733701169
2016-12-16,63.990390646157
2016-12-19,63.792093804986
2016-12-20,64.069709382626
2016-12-21,64.079624224685
2016-12-22,63.950731277923
2016-12-23,64.119283592919
2016-12-27,64.297750749974
2016-12-28,63.950731277923
2016-12-29,63.950731277923
2016-12-30,63.078225176767
2017-01-03,63.841668015278
2017-01-04,65.180171693188
